country,iso_code,indicator_name,indicator_number,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Chile,CHL,"Population ages 25-29, male (% of male population)",SP.POP.2529.MA.5Y,8.165604451,8.128940665,8.100453964,8.071832588,8.037448786,8.005050919,7.9649907,7.928809595,7.913961332,7.929152325,7.977700411,8.053736656,8.143214062,8.22618396,8.28816932,8.398085142,8.503490944,8.585774633,8.618170382
Chile,CHL,"Population ages 30-34, female (% of female population)",SP.POP.3034.FE.5Y,7.806176705,7.72253323,7.637959054,7.561707603,7.497957989,7.450429843,7.418788772,7.397367236,7.376301005,7.349960129,7.318340261,7.285191529,7.259737063,7.256973915,7.284551709,7.354161388,7.459931167,7.58925348,7.723224166
Chile,CHL,"Population ages 30-34, male (% of male population)",SP.POP.3034.MA.5Y,8.027158862,7.954031103,7.879723085,7.814109264,7.761505738,7.723887886,7.702205815,7.690519881,7.678585783,7.660711247,7.637907698,7.613335249,7.596448167,7.602624492,7.639652677,7.729515425,7.860219767,8.017930704,8.180534018
Chile,CHL,"Population ages 35-39, female (% of female population)",SP.POP.3539.FE.5Y,7.66092291,7.63507555,7.589940246,7.535044431,7.47585293,7.411076841,7.341738259,7.273255635,7.212507842,7.163774172,7.12244264,7.099539247,7.088399406,7.079484807,7.068146658,7.055475153,7.046368347,7.049611873,7.080005423
Chile,CHL,"Population ages 35-39, male (% of male population)",SP.POP.3539.MA.5Y,7.756843488,7.744264028,7.712219456,7.670203483,7.623666075,7.570066469,7.51148516,7.453543661,7.403355233,7.365320071,7.334313322,7.322685034,7.323394813,7.326428999,7.326858719,7.326091452,7.332192183,7.354111475,7.407276177
Chile,CHL,"Population ages 40-44, female (% of female population)",SP.POP.4044.FE.5Y,7.008390947,7.087235019,7.160578074,7.216438577,7.246906813,7.250510813,7.232874187,7.198802816,7.155407028,7.107816833,7.048772521,6.988150141,6.92990283,6.880186537,6.843237085,6.811841952,6.800987455,6.804610162,6.813061581
Chile,CHL,"Population ages 40-44, male (% of male population)",SP.POP.4044.MA.5Y,6.980832969,7.072356294,7.158468845,7.227636103,7.272021726,7.287934208,7.2830236,7.261882986,7.231420374,7.196605074,7.147933163,7.098110797,7.051081597,7.013241914,6.989021798,6.963971366,6.963058735,6.980222825,7.005478831
Chile,CHL,"Population ages 45-49, male (% of male population)",SP.POP.4549.MA.5Y,6.070607906,6.174315299,6.259414305,6.34350386,6.435426903,6.521747234,6.612858216,6.700595353,6.772149248,6.820315968,6.8355545,6.834857939,6.821141322,6.800194146,6.776546671,6.728406478,6.681688053,6.639774366,6.608648422
Chile,CHL,"Population ages 45-49, female (% of female population)",SP.POP.4549.FE.5Y,6.215680001,6.311663124,6.38395521,6.453483398,6.531260105,6.606633575,6.686243143,6.761866817,6.820428029,6.85465286,6.859478704,6.847159866,6.820876907,6.786641084,6.749161274,6.697744026,6.646312144,6.597900166,6.557792759
Chile,CHL,"Population ages 50-54, female (% of female population)",SP.POP.5054.FE.5Y,4.933858712,5.133394299,5.343427634,5.538158454,5.701535724,5.826916852,5.920657148,5.993805497,6.064241621,6.142036321,6.214019693,6.292466107,6.368469748,6.42936775,6.468292813,6.473031586,6.464911653,6.44601742,6.420200242
Chile,CHL,"Population ages 50-54, male (% of male population)",SP.POP.5054.MA.5Y,4.768886643,4.957464115,5.153362055,5.337457786,5.497624916,5.621881385,5.721668812,5.806166709,5.890104648,5.981421224,6.06239579,6.150671445,6.237472574,6.310401674,6.362902496,6.370547284,6.366933663,6.35427575,6.336205522
Chile,CHL,"Population ages 55-59, female (% of female population)",SP.POP.5559.FE.5Y,4.006132402,4.081379321,4.168469753,4.281092529,4.424929056,4.586412464,4.775785867,4.975930103,5.161484411,5.317458944,5.435296373,5.526400089,5.600055488,5.672300423,5.75212646,5.815229515,5.887210353,5.959529511,6.019305823
Chile,CHL,"Population ages 55-59, male (% of male population)",SP.POP.5559.MA.5Y,3.723097817,3.816275764,3.921377543,4.047394493,4.197353343,4.353721412,4.530740398,4.71560178,4.889445693,5.041168865,5.156234727,5.251603726,5.334954391,5.419182354,5.51132869,5.577474736,5.652750963,5.728762119,5.793353596
Chile,CHL,"Population ages 60-64, female (% of female population)",SP.POP.6064.FE.5Y,3.364244857,3.409242951,3.466110844,3.531622596,3.604146456,3.673251864,3.746543953,3.831480203,3.93961796,4.076323087,4.226960179,4.4057424,4.595694787,4.772957969,4.923834102,5.026626455,5.106824437,5.172928453,5.238921191
Chile,CHL,"Population ages 60-64, male (% of male population)",SP.POP.6064.MA.5Y,2.952588968,3.007037201,3.073742245,3.150673667,3.237084596,3.319977872,3.409638806,3.510325036,3.629163656,3.769441018,3.913370191,4.078375591,4.251587944,4.415363513,4.560091805,4.655895012,4.735737781,4.806567021,4.879158926
Chile,CHL,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,7.810197051,7.961383818,8.111503016,8.267732736,8.433989562,8.600279165,8.773768247,8.957187518,9.152421986,9.362049112,9.567097392,9.785178422,10.02331217,10.29157734,10.5963971,10.87837115,11.19189425,11.52980166,11.88154013
Chile,CHL,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,710123,731730,753471,776110,800114,823563,848241,874312,901827,930963,958634,987694,1019364,1055422,1097089,1137579,1183487,1232749,1282149
Chile,CHL,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,9.009351102,9.184186025,9.358711675,9.540596862,9.733938795,9.914248014,10.10316955,10.30310122,10.51563305,10.74328979,10.95264901,11.17619496,11.42210703,11.70202941,12.02347818,12.30638133,12.62630848,12.9752809,13.34145868
Chile,CHL,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,501712,516968,532171,547962,564732,582974,602086,622279,643668,666435,690145,715003,741931,772296,807019,843309,883743,926711,969650
Chile,CHL,"Population ages 65 and above, male (% of male population)",SP.POP.65UP.MA.ZS,6.572032707,6.698966235,6.823897561,6.953694825,7.092061598,7.244033161,7.401716904,7.568146018,7.745588393,7.936583549,8.137491889,8.350050859,8.580185007,8.836516616,9.124219881,9.406410836,9.714395072,10.04192919,10.37972017
Chile,CHL,"Population ages 65 and above, total",SP.POP.65UP.TO,1211839,1248696,1285645,1324075,1364849,1406533,1450321,1496590,1545495,1597403,1648753,1702655,1761247,1827677,1904104,1980850,2067192,2159435,2251794
Chile,CHL,"Population ages 65-69, female (% of female population)",SP.POP.6569.FE.5Y,2.94070108,2.937300324,2.944313088,2.963090991,2.993842458,3.023427737,3.067358394,3.123483148,3.188188982,3.259546733,3.322707455,3.391653444,3.473209597,3.57786686,3.710229846,3.843792184,4.003730643,4.174080994,4.332691901
Chile,CHL,"Population ages 65-69, male (% of male population)",SP.POP.6569.MA.5Y,2.422083912,2.424826014,2.439195465,2.466943548,2.50802631,2.546198614,2.597717597,2.66172274,2.736240759,2.819851992,2.89428683,2.976175044,3.069979651,3.182295204,3.315518723,3.439499454,3.581927817,3.73122538,3.871737852
Chile,CHL,"Population ages 70-74, female (% of female population)",SP.POP.7074.FE.5Y,2.576342294,2.577641911,2.565528408,2.555779996,2.557130688,2.551637122,2.554768217,2.56688999,2.588951103,2.622124671,2.651655847,2.695313114,2.75000804,2.812583676,2.882222434,2.934784278,2.994756424,3.067652554,3.161880827
Chile,CHL,"Population ages 70-74, male (% of male population)",SP.POP.7074.MA.5Y,1.975125641,1.975539874,1.966497479,1.96130635,1.967216615,1.970924658,1.98195075,2.001339277,2.030571385,2.071084665,2.109891307,2.160198625,2.220416078,2.289187974,2.366520441,2.430114114,2.500964027,2.582469191,2.67958741
Chile,CHL,"Population ages 75-79, female (% of female population)",SP.POP.7579.FE.5Y,1.728201718,1.829971626,1.934129523,2.022737822,2.086245495,2.108930892,2.113749616,2.11124062,2.113243144,2.125121025,2.123945634,2.131069131,2.147687435,2.175150749,2.213915943,2.236035905,2.271234862,2.317143383,2.37157971
Chile,CHL,"Population ages 75-79, male (% of male population)",SP.POP.7579.MA.5Y,1.190495839,1.270446232,1.349658921,1.413893329,1.457024002,1.476904296,1.482750439,1.483603702,1.488521712,1.501559902,1.510708635,1.525376422,1.547456537,1.578635908,1.619618307,1.651887765,1.693104687,1.743007684,1.800921324
Chile,CHL,"Population ages 80 and above, female (% of female population)",SP.POP.80UP.FE.5Y,1.76410601,1.839272163,1.914740656,1.998988053,2.096720154,2.230252262,2.367293326,2.501487466,2.625249823,2.736497364,2.854340076,2.958159269,3.051201958,3.13642812,3.217109961,3.29176896,3.356586551,3.416403968,3.475306238
Chile,CHL,"Population ages 80 and above, male (% of male population)",SP.POP.80UP.MA.5Y,0.984327315,1.028154116,1.068545696,1.111551599,1.159794672,1.250005592,1.339298118,1.421480298,1.490254538,1.54408699,1.622605118,1.688300768,1.742332741,1.786397529,1.82256241,1.884909503,1.938398541,1.985226934,2.027473583
Chile,CHL,Population density (people per sq. km of land area),EN.POP.DNST,20.86811643,21.0944631,21.3167037,21.53904651,21.76465884,21.99569529,22.23198774,22.47147036,22.71077141,22.94795017,23.17798733,23.40228298,23.63248154,23.88459172,24.16755734,24.48995771,24.84148392,25.18944607,..
Chile,CHL,Population growth (annual %),SP.POP.GROW,1.126185835,1.078812927,1.048038262,1.037642801,1.042009582,1.055926534,1.068537508,1.071437972,1.059280301,1.03892916,0.997439115,0.963057457,0.978852117,1.061145126,1.177757471,1.325201606,1.425185044,1.391010541,1.182980431
Chile,CHL,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,50.79923373,50.79745095,50.79615328,50.79506851,50.79394289,50.7925002,50.79061652,50.78873287,50.78743664,50.78689674,50.78764232,50.78911878,50.78950239,50.78642234,50.77842523,50.76488247,50.74695317,50.72703184,50.7083329
Chile,CHL,"Population, female",SP.POP.TOTL.FE.IN,7882067,7967280,8051014,8134815,8219842,8306861,8395788,8485913,8576061,8665533,8752527,8837483,8924481,9019140,9124554,9243812,9373185,9500747,9610263
Chile,CHL,"Population, male",SP.POP.TOTL.MA.IN,7634046,7717129,7798638,7880156,7962879,8047643,8134407,8222345,8310125,8397003,8481049,8562864,8647026,8739819,8844799,8965256,9097254,9228413,9341775
Chile,CHL,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,49.20076627,49.20254905,49.20384672,49.20493149,49.20605711,49.2074998,49.20938348,49.21126713,49.21256336,49.21310326,49.21235768,49.21088122,49.21049761,49.21357766,49.22157477,49.23511753,49.25304683,49.27296816,49.2916671
Chile,CHL,"Population, total",SP.POP.TOTL,15516113,15684409,15849652,16014971,16182721,16354504,16530195,16708258,16886186,17062536,17233576,17400347,17571507,17758959,17969353,18209068,18470439,18729160,18952038
China,CHN,"Population ages 00-04, female (% of female population)",SP.POP.0004.FE.5Y,6.845717781,6.760000082,6.447977671,6.131069233,5.960633625,5.823660898,5.772704094,5.801958975,5.847580738,5.872209428,5.912205337,5.935913969,5.940289632,5.933207319,5.91820501,5.902973057,5.86068777,5.797798992,5.720006794
China,CHN,"Population ages 00-04, male (% of male population)",SP.POP.0004.MA.5Y,7.333306672,7.254694901,6.963891821,6.670303254,6.517032758,6.403355137,6.36920559,6.40775744,6.456165648,6.47780294,6.518162946,6.526204919,6.504622686,6.468775694,6.42728352,6.374759201,6.30692456,6.226298935,6.131699227
China,CHN,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,24.21450525,23.27958761,22.15075383,21.12442601,20.35344954,19.72080998,19.30179151,19.05466487,18.86203814,18.65995728,18.50984628,18.36966372,18.24008942,18.13436185,18.05383606,17.99461609,17.9373611,17.87700275,17.80450834
China,CHN,"Population ages 0-14, female",SP.POP.0014.FE.IN,146324241,141229335,134759753,128842766,124515677,120968813,118755002,117654622,116902419,116082228,115569591,115173513,114884313,114784041,114866193,115187439,115538030,115760315,115819807
China,CHN,"Population ages 0-14, female (% of female population)",SP.POP.0014.FE.ZS,23.63247381,22.66177362,21.49428648,20.43354016,19.63566296,18.97370072,18.532504,18.26931587,18.06393047,17.85123138,17.68680249,17.53882998,17.40609333,17.29995284,17.22108013,17.17214047,17.12415761,17.0744917,17.01740124
China,CHN,"Population ages 0-14, male",SP.POP.0014.MA.IN,161648287,156842907,150630832,144945782,140836316,137575323,135621066,134754702,134200891,133532953,133226875,132944877,132703414,132617936,132691619,132898415,133144918,133218041,133036321
China,CHN,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,24.76669951,23.86550974,22.77303409,21.77901651,21.03322424,20.42814957,20.02993394,19.79783432,19.61712722,19.42497396,19.28847207,19.15583352,19.02949507,18.92442348,18.84259993,18.77403595,18.70834847,18.63820852,18.55150701
China,CHN,"Population ages 0-14, total",SP.POP.0014.TO,307972185,298071840,285390312,273788404,265351992,258543763,254375415,252408571,251102769,249615182,248796397,248118129,247587326,247401658,247557811,248085474,248682677,248978380,248856284
China,CHN,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,6.964400565,6.616818668,6.480289162,6.457009941,6.389570414,6.265178676,6.136719542,6.001014694,5.873369953,5.777734492,5.71916398,5.686647351,5.677939438,5.684802886,5.695478689,5.709695598,5.728406583,5.747523728,5.76167994
China,CHN,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,7.404579939,7.075338053,6.944699979,6.919930551,6.853016865,6.737225926,6.620186208,6.499056353,6.387486393,6.306084724,6.261666207,6.244604266,6.251601991,6.271536457,6.288786646,6.302111415,6.309843422,6.308436406,6.296568722
China,CHN,"Population ages 10-14, female (% of female population)",SP.POP.1014.FE.5Y,9.822355461,9.284954869,8.56601965,7.845460989,7.285458918,6.88486115,6.623080358,6.466342196,6.342979781,6.201287462,6.055433171,5.916268659,5.787864262,5.681942635,5.607396431,5.55947182,5.535063253,5.529168981,5.535714505
China,CHN,"Population ages 10-14, male (% of male population)",SP.POP.1014.MA.5Y,10.0288129,9.535476784,8.864442294,8.188782702,7.663174617,7.287568504,7.04054214,6.891020524,6.773475184,6.641086293,6.508642913,6.385024339,6.273270397,6.184111326,6.126529759,6.09716533,6.091580487,6.103473183,6.123239065
China,CHN,"Population ages 15-19, female (% of female population)",SP.POP.1519.FE.5Y,8.285707625,8.805662977,9.35754423,9.720735901,9.767938036,9.535804102,8.994443502,8.273318275,7.585041925,7.059659466,6.666509504,6.415331784,6.267354148,6.147141959,6.008870926,5.869957794,5.737015677,5.616052155,5.519568909
China,CHN,"Population ages 15-19, male (% of male population)",SP.POP.1519.MA.5Y,8.344979767,8.875798037,9.442516218,9.827261028,9.904020697,9.709884306,9.21534574,8.544630849,7.902039594,7.412444391,7.047720311,6.814998256,6.678580348,6.568751299,6.443441403,6.319594175,6.202519998,6.098533904,6.020216498
China,CHN,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,68.84570634,69.63820318,70.61835958,71.50885232,72.16407974,72.67358001,72.98536685,73.12961128,73.20572554,73.26558948,73.23099978,73.17702795,73.0809292,72.89924074,72.61433377,72.20275277,71.71751844,71.20211371,70.72329863
China,CHN,"Population ages 15-64, female",SP.POP.1564.FE.IN,426535052,434515777,443537698,451912909,458795658,464685782,469131965,472434985,475208034,477787969,479768920,481601759,483142371,484143639,484432182,484052621,483214052,481610648,479714187
China,CHN,"Population ages 15-64, female (% of female population)",SP.POP.1564.FE.ZS,68.8886433,69.72275406,70.74461151,71.67015183,72.35038309,72.8849754,73.21114818,73.35932776,73.42983109,73.47467135,73.42396962,73.33918296,73.2007791,72.96887286,72.62750858,72.1625525,71.61826778,71.03692688,70.48439278
China,CHN,"Population ages 15-64, male",SP.POP.1564.MA.IN,449078998,457131677,466309161,474895410,482021879,488079228,492730984,496279809,499350356,502289492,504550823,506796551,508843425,510398792,511270083,511381340,511073907,510042436,508795902
China,CHN,"Population ages 15-64, male (% of male population)",SP.POP.1564.MA.ZS,68.80496423,69.55800998,70.49867744,71.3560258,71.98764203,72.47342963,72.77165232,72.91222682,72.99369941,73.06780887,73.04843283,73.02357617,72.96747817,72.83330743,72.6018546,72.24082898,71.81159363,71.3587831,70.95002817
China,CHN,"Population ages 15-64, total",SP.POP.1564.TO,875614116,891647554,909846945,926808358,940817540,952765169,961863202,968715052,974558542,980077454,984319837,988398458,991985917,994542472,995702268,995434082,994288090,991653198,988510153
China,CHN,"Population ages 20-24, female (% of female population)",SP.POP.2024.FE.5Y,7.415008865,7.288649257,7.289805678,7.417213221,7.661562395,8.034855831,8.548526385,9.070320412,9.408515772,9.451673245,9.21995429,8.694911124,8.000584278,7.336751166,6.828443964,6.451939888,6.21312806,6.073866733,5.96139077
China,CHN,"Population ages 20-24, male (% of male population)",SP.POP.2024.MA.5Y,7.444990278,7.313198058,7.310021009,7.436088029,7.683267789,8.064043119,8.588462859,9.125756366,9.486617782,9.561030088,9.371204106,8.89818736,8.259853863,7.646755033,7.178412359,6.831819868,6.611869827,6.484417039,6.38320575
China,CHN,"Population ages 25-29, female (% of female population)",SP.POP.2529.FE.5Y,9.134757593,8.639880639,8.146158068,7.714993295,7.392517035,7.183127592,7.066318474,7.05542238,7.168445014,7.403889366,7.759908654,8.257108105,8.767979591,9.101252902,9.146155365,8.926822407,8.423281763,7.754961874,7.116007842
China,CHN,"Population ages 25-29, male (% of male population)",SP.POP.2529.MA.5Y,9.159262299,8.664854316,8.16391268,7.724330198,7.395915117,7.182089294,7.061489354,7.048533773,7.162476683,7.402837105,7.769453577,8.281297452,8.812349885,9.173383216,9.254450947,9.079673839,8.628559159,8.015491716,7.426826173
China,CHN,"Population ages 30-34, female (% of female population)",SP.POP.3034.FE.5Y,10.06922334,9.996837411,9.837419451,9.58544225,9.250059571,8.852672586,8.379328374,7.886362078,7.457236401,7.143838437,6.935184309,6.821417331,6.814964825,6.928836057,7.160112061,7.510158257,7.998681802,8.501577405,8.833293813
China,CHN,"Population ages 30-34, male (% of male population)",SP.POP.3034.MA.5Y,9.923579582,9.876490641,9.75262468,9.533484702,9.21974367,8.835171631,8.365292029,7.869407038,7.436107167,7.120533945,6.912692316,6.800518968,6.797166087,6.916691928,7.15720858,7.520793268,8.025597975,8.549579427,8.910085033
China,CHN,"Population ages 35-39, female (% of female population)",SP.POP.3539.FE.5Y,8.490617003,8.870016563,9.245703372,9.53800979,9.699937345,9.75446414,9.69256747,9.522333139,9.265357348,8.940306629,8.548305235,8.089536687,7.617409154,7.20697567,6.906939465,6.709267341,6.604154621,6.603480093,6.720571088
China,CHN,"Population ages 35-39, male (% of male population)",SP.POP.3539.MA.5Y,8.432441379,8.768400998,9.097665508,9.355434063,9.503434965,9.56359459,9.52769967,9.395306517,9.173885138,8.873582316,8.500234968,8.052052229,7.584341846,7.176342571,6.879642521,6.685844043,6.583946248,6.58737403,6.711418553
China,CHN,"Population ages 40-44, female (% of female population)",SP.POP.4044.FE.5Y,6.709253885,6.898064287,7.186491839,7.517764145,7.853788457,8.211076849,8.586203225,8.936211962,9.206688083,9.362970806,9.407978444,9.347676842,9.189467618,8.947520912,8.637590367,8.264009575,7.826341874,7.375617013,6.984963849
China,CHN,"Population ages 40-44, male (% of male population)",SP.POP.4044.MA.5Y,6.688847942,6.875107137,7.156261029,7.472174048,7.783562763,8.108370422,8.440954744,8.747202765,8.986103044,9.131035246,9.185168675,9.155798389,9.041075205,8.840669422,8.561502362,8.209986488,7.785085367,7.340395089,6.954024745
China,CHN,"Population ages 45-49, male (% of male population)",SP.POP.4549.MA.5Y,6.814387752,6.685808837,6.492743617,6.349008188,6.326505785,6.410813442,6.595881383,6.856398499,7.152049221,7.453721362,7.759768277,8.081686529,8.386691795,8.629031897,8.779915028,8.841172187,8.822713791,8.722842631,8.541984883
China,CHN,"Population ages 45-49, female (% of female population)",SP.POP.4549.FE.5Y,6.872247143,6.743010296,6.549005744,6.404373234,6.382221163,6.469563267,6.658091338,6.925473743,7.235094493,7.559104019,7.897619103,8.259361252,8.603185735,8.87091564,9.026722602,9.076205048,9.025813363,8.881705752,8.657419658
China,CHN,"Population ages 50-54, female (% of female population)",SP.POP.5054.FE.5Y,5.131786305,5.567099954,6.016451492,6.36535373,6.549964863,6.588745028,6.471259869,6.276678956,6.132244267,6.113829093,6.194082263,6.375949629,6.637728163,6.940822752,7.257559841,7.587995231,7.943524575,8.283784264,8.552534303
China,CHN,"Population ages 50-54, male (% of male population)",SP.POP.5054.MA.5Y,5.054770515,5.476558252,5.91944507,6.265442843,6.448546488,6.482990341,6.365247575,6.173767329,6.033576447,6.018219549,6.094902413,6.273272784,6.528499927,6.818878389,7.116103846,7.417149924,7.735411934,8.039117927,8.284975686
China,CHN,"Population ages 55-59, female (% of female population)",SP.POP.5559.FE.5Y,3.631989022,3.775040291,3.967600278,4.216075252,4.519521128,4.872731392,5.293863519,5.716165686,6.043489574,6.22206199,6.250410395,6.137569979,5.959106692,5.831226228,5.823525154,5.906365223,6.086934564,6.34421984,6.643040802
China,CHN,"Population ages 55-59, male (% of male population)",SP.POP.5559.MA.5Y,3.696499739,3.794372188,3.939311705,4.145683607,4.41766231,4.742677773,5.145638943,5.557465806,5.878856085,6.054763034,6.075420976,5.962839391,5.79085439,5.671594493,5.670896884,5.75341673,5.931674777,6.182381267,6.46908791
China,CHN,"Population ages 60-64, female (% of female population)",SP.POP.6064.FE.5Y,3.148052522,3.138492385,3.148431359,3.190191013,3.2728731,3.381934612,3.520546022,3.69704113,3.927718215,4.217338296,4.544017427,4.940320225,5.342998896,5.657429577,5.831588837,5.859831731,5.759391484,5.60166175,5.495601747
China,CHN,"Population ages 60-64, male (% of male population)",SP.POP.6064.MA.5Y,3.245204978,3.227421512,3.22417592,3.247119097,3.304982444,3.373794709,3.46564002,3.593757878,3.781988248,4.039641837,4.33186721,4.702924813,5.088064825,5.391209186,5.56028067,5.581378462,5.484214553,5.338650073,5.248202942
China,CHN,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,6.939788413,7.082209214,7.230886596,7.366721673,7.482470721,7.605610008,7.712841635,7.815723851,7.932236318,8.074453236,8.259153941,8.45330833,8.678981377,8.966397405,9.331830172,9.802631139,10.34512046,10.92088354,11.47219302
China,CHN,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,46306700,47460014,48658707,49789814,50818905,51905862,52906105,53911639,55048919,56405551,58084237,59902017,61996853,64565697,67710850,71540843,75955736,80601282,85062331
China,CHN,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,7.478882894,7.61547232,7.761102009,7.896308003,8.013953952,8.141323877,8.256347826,8.371356374,8.506238435,8.674097268,8.889227889,9.121987064,9.393127566,9.731174297,10.15141129,10.66530703,11.25757461,11.88858142,12.49820598
China,CHN,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,41956723,43220291,44503850,45688319,46731565,47804992,48739878,49619243,50549381,51606807,52929554,54276282,55809624,57759895,60249073,63604342,67468357,71497278,75286452
China,CHN,"Population ages 65 and above, male (% of male population)",SP.POP.65UP.MA.ZS,6.428336258,6.576480286,6.728288471,6.864957688,6.979133732,7.098420805,7.198413744,7.289938863,7.389173366,7.507217168,7.663095106,7.820590304,8.003026755,8.242269088,8.555545473,8.985135072,9.480057902,10.00300838,10.49846481
China,CHN,"Population ages 65 and above, total",SP.POP.65UP.TO,88263699,90680607,93162743,95478238,97550467,99711068,101646383,103531377,105598689,108012365,111013766,114178413,117806757,122325870,127959922,135145445,143424233,152098421,160348563
China,CHN,"Population ages 65-69, female (% of female population)",SP.POP.6569.FE.5Y,2.760378565,2.779813356,2.801386364,2.820115261,2.834894467,2.828862134,2.823299265,2.830879029,2.871089451,2.955002392,3.051962442,3.177451162,3.340695619,3.556949507,3.831066325,4.13727407,4.510952402,4.892560788,5.193718266
China,CHN,"Population ages 65-69, male (% of male population)",SP.POP.6569.MA.5Y,2.695715472,2.728688479,2.76704226,2.800575219,2.824799166,2.812729236,2.797650669,2.792110908,2.814530318,2.875194189,2.93119509,3.008539221,3.12120817,3.291951159,3.530274238,3.800803152,4.14382096,4.499996146,4.783018038
China,CHN,"Population ages 70-74, female (% of female population)",SP.POP.7074.FE.5Y,2.050875916,2.111101936,2.181720031,2.248398269,2.303739119,2.327036292,2.346762267,2.365230735,2.384101179,2.404346575,2.401503909,2.399683248,2.411755856,2.454348821,2.536815691,2.631036847,2.748021156,2.898065071,3.098361202
China,CHN,"Population ages 70-74, male (% of male population)",SP.POP.7074.MA.5Y,1.868316068,1.919875882,1.97979379,2.040995636,2.099140304,2.126605302,2.15453965,2.184258999,2.21287805,2.238097845,2.229004194,2.216564124,2.215492961,2.240598488,2.298718057,2.358660159,2.430060067,2.530305604,2.684293477
China,CHN,"Population ages 75-79, female (% of female population)",SP.POP.7579.FE.5Y,1.373319372,1.391490778,1.419526852,1.458277198,1.508203859,1.55509744,1.607782198,1.661703881,1.711205899,1.754512161,1.782070053,1.807292454,1.831899204,1.855067977,1.877305081,1.887825984,1.897397206,1.918043208,1.964557571
China,CHN,"Population ages 75-79, male (% of male population)",SP.POP.7579.MA.5Y,1.070096184,1.103639014,1.139612926,1.176577195,1.216630658,1.265057748,1.309703619,1.348597184,1.381590874,1.412116866,1.448889385,1.482608817,1.510826969,1.52945381,1.540059474,1.555656286,1.564632846,1.57704468,1.604244539
China,CHN,"Population ages 80 and above, female (% of female population)",SP.POP.80UP.FE.5Y,1.294309041,1.333066251,1.358468761,1.369517276,1.367116507,1.430328011,1.478504096,1.513542728,1.539841906,1.560236141,1.653691486,1.7375602,1.808776888,1.864807993,1.906224191,2.009170128,2.101203845,2.179912351,2.24156894
China,CHN,"Population ages 80 and above, male (% of male population)",SP.POP.80UP.MA.5Y,0.794208534,0.824276912,0.841839495,0.846809639,0.838563605,0.894028518,0.936519807,0.964971773,0.980174124,0.981808268,1.054006436,1.112878141,1.155498655,1.180265632,1.186493704,1.270015475,1.341544029,1.395661945,1.426908761
China,CHN,Population density (people per sq. km of land area),EN.POP.DNST,135.4730462,136.3837807,137.2359222,138.0534367,138.867765,139.6453451,140.3765907,141.0977078,141.8012404,142.4877396,143.1721085,143.8713898,144.583453,145.3173521,146.0576422,146.8506776,147.6740508,148.3488333,..
China,CHN,Population growth (annual %),SP.POP.GROW,0.726380638,0.669999568,0.622860936,0.593932815,0.58812499,0.558374367,0.522271866,0.512386932,0.497381401,0.482959689,0.479150454,0.487231118,0.493709634,0.506311592,0.508136747,0.541478512,0.559121331,0.455899679,0.357291063
China,CHN,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,48.68231264,48.67269017,48.66160793,48.65038593,48.64006378,48.63087189,48.62283673,48.61652628,48.61254544,48.61129678,48.6130618,48.6177331,48.62481668,48.63358264,48.64348716,48.6543796,48.66634818,48.67937396,48.69349797
China,CHN,"Population, female",SP.POP.TOTL.FE.IN,619165993,623205125,626956157,630545489,634130240,637560457,640793072,644001246,647159372,650275748,653422748,656677290,660023537,663493378,667009225,670780903,674707818,677972245,680596325
China,CHN,"Population, male",SP.POP.TOTL.MA.IN,652684007,657194875,661443843,665529511,669589760,673459543,677091928,680653754,684100628,687429252,690707252,694017710,697356463,700776622,704210775,707884097,711687182,714757755,717118675
China,CHN,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,51.31768736,51.32730983,51.33839207,51.34961407,51.35993622,51.36912811,51.37716327,51.38347372,51.38745456,51.38870322,51.3869382,51.3822669,51.37518332,51.36641736,51.35651284,51.3456204,51.33365182,51.32062604,51.30650203
China,CHN,"Population, total",SP.POP.TOTL,1271850000,1280400000,1288400000,1296075000,1303720000,1311020000,1317885000,1324655000,1331260000,1337705000,1344130000,1350695000,1357380000,1364270000,1371220000,1378665000,1386395000,1392730000,1397715000
